,Дата,Наименование,Группа,Код,Стоимость услуги,Наименование лаборатории
226,2023-12-07 18:22:17,Антитела к вирусу герпеса 8 типа IgG,Инфекции,,550,ООО «Ваша лаборатория»
227,2023-12-07 18:22:17,Антитела к вирусу клещевого энцефалита IgG,Инфекции,A26.06.088.002,455,ООО «Ваша лаборатория»
228,2023-12-07 18:22:17,Антитела к вирусу клещевого энцефалита IgM,Инфекции,A26.06.088.001,455,ООО «Ваша лаборатория»
229,2023-12-07 18:22:17,Антитела к вирусу кори IgG (количественный),Инфекции,A26.06.056.001,650,ООО «Ваша лаборатория»
230,2023-12-07 18:22:17,Антитела к вирусу кори IgM,Инфекции,A26.06.056.002,545,ООО «Ваша лаборатория»
231,2023-12-07 18:22:17,Антитела к вирусу краснухи IgG (количественный),Инфекции,A26.06.071.001,330,ООО «Ваша лаборатория»
232,2023-12-07 18:22:17,Антитела к вирусу краснухи IgM,Инфекции,A26.06.071.002,435,ООО «Ваша лаборатория»
233,2023-12-07 18:22:17,Антитела к вирусу простого герпеса 1 и 2 типа IgG,Инфекции,A26.06.045,345,ООО «Ваша лаборатория»
234,2023-12-07 18:22:17,Антитела к вирусу простого герпеса 1 и 2 типа IgM,Инфекции,A26.06.045.003,370,ООО «Ваша лаборатория»
235,2023-12-07 18:22:17,Антитела к возбудителю боррелиоза IgG,Инфекции,A26.06.011.002,470,ООО «Ваша лаборатория»
236,2023-12-07 18:22:17,Антитела к возбудителю боррелиоза IgM,Инфекции,A26.06.011.001,470,ООО «Ваша лаборатория»
237,2023-12-07 18:22:17,"Антитела к возбудителю иерсиниоза (Yersinia enterocolitica O3, O9)",Инфекции,A26.06.086,415,ООО «Ваша лаборатория»
238,2023-12-07 18:22:17,Антитела к возбудителю коклюша IgG,Инфекции,A26.06.103,660,ООО «Ваша лаборатория»
239,2023-12-07 18:22:17,Антитела к возбудителю коклюша IgM,Инфекции,A26.06.103,660,ООО «Ваша лаборатория»
240,2023-12-07 18:22:17,Антитела к возбудителю псевдотуберкулеза (Yersinia pseudotuberculosis),Инфекции,,275,ООО «Ваша лаборатория»
241,2023-12-07 18:22:17,Антитела к возбудителю сифилиса суммарные,Инфекции,A26.06.082.002,335,ООО «Ваша лаборатория»
242,2023-12-07 18:22:17,Антитела к кандида IgG,Инфекции,,575,ООО «Ваша лаборатория»
243,2023-12-07 18:22:17,Антитела к капсидному антигену вируса Эпштейна-Барр anti-EBV VCA IgG,Инфекции,A26.06.029.002,560,ООО «Ваша лаборатория»
244,2023-12-07 18:22:17,Антитела к капсидному антигену вируса Эпштейна-Барр anti-EBV VCA IgM,Инфекции,A26.06.029.001,405,ООО «Ваша лаборатория»
245,2023-12-07 18:22:17,Антитела к раннему антигену вируса Эпштейна-Барр anti-EBV EA IgG,Инфекции,A26.06.030,495,ООО «Ваша лаборатория»
246,2023-12-07 18:22:17,Антитела к сальмонеллам (комплексный диагностикум),Инфекции,A26.06.073,280,ООО «Ваша лаборатория»
247,2023-12-07 18:22:17,Антитела к цитомегаловирусу IgG (количественный),Инфекции,A26.06.022.001,340,ООО «Ваша лаборатория»
248,2023-12-07 18:22:17,Антитела к цитомегаловирусу IgM,Инфекции,A26.06.022.002,410,ООО «Ваша лаборатория»
249,2023-12-07 18:22:17,Антитела к шигеллам Зонне,Инфекции,A26.06.097,280,ООО «Ваша лаборатория»
250,2023-12-07 18:22:17,Антитела к шигеллам Флекснера,Инфекции,A26.06.098,280,ООО «Ваша лаборатория»
251,2023-12-07 18:22:17,Определение авидности IgG-антител к вирусу краснухи,Инфекции,A26.06.071.003,625,ООО «Ваша лаборатория»
252,2023-12-07 18:22:17,Определение авидности IgG-антител к вирусу простого герпеса 1 и 2 типа,Инфекции,A26.06.046,725,ООО «Ваша лаборатория»
253,2023-12-07 18:22:17,Определение авидности антител IgG к цитомегаловирусу,Инфекции,A26.06.022.003,845,ООО «Ваша лаборатория»
254,2023-12-07 18:22:17,Сифилис RPR,Инфекции,A26.06.082.001,205,ООО «Ваша лаборатория»
255,2023-12-07 18:22:17,Боли в суставах (комплекс анализов),"Кости, мышцы, суставы",,955,ООО «Ваша лаборатория»
256,2023-12-07 18:22:17,Обследование при мышечной боли,"Кости, мышцы, суставы",,1 628,ООО «Ваша лаборатория»
257,2023-12-07 18:22:17,Ревматологический (расширенное обследование),"Кости, мышцы, суставы",,3 673,ООО «Ваша лаборатория»
258,2023-12-07 18:22:17,Ревмопробы,"Кости, мышцы, суставы",,825,ООО «Ваша лаборатория»
259,2023-12-07 18:22:17,Новообразования желудочно-кишечного тракта,Онкомаркеры,,1 730,ООО «Ваша лаборатория»
260,2023-12-07 18:22:17,Новообразования молочной железы,Онкомаркеры,,1 000,ООО «Ваша лаборатория»
261,2023-12-07 18:22:17,Новообразования печени,Онкомаркеры,,1 220,ООО «Ваша лаборатория»
262,2023-12-07 18:22:17,Новообразования поджелудочной железы,Онкомаркеры,,1 000,ООО «Ваша лаборатория»
263,2023-12-07 18:22:17,Новообразования простаты,Онкомаркеры,,900,ООО «Ваша лаборатория»
264,2023-12-07 18:22:17,Новообразования прямой кишки,Онкомаркеры,,1 364,ООО «Ваша лаборатория»
265,2023-12-07 18:22:17,Новообразования щитовидной железы,Онкомаркеры,,1 565,ООО «Ваша лаборатория»
266,2023-12-07 18:22:17,Новообразования яичек,Онкомаркеры,,615,ООО «Ваша лаборатория»
267,2023-12-07 18:22:17,Новообразования яичников,Онкомаркеры,,780,ООО «Ваша лаборатория»
268,2023-12-07 18:22:17,Онкологический женский комплекс анализов,Онкомаркеры,,2 645,ООО «Ваша лаборатория»
269,2023-12-07 18:22:17,Онкологический мужской комплекс анализов,Онкомаркеры,,2 515,ООО «Ваша лаборатория»
270,2023-12-07 18:22:17,Cyfra-21-1,Онкомаркеры,A09.05.247,1 029,ООО «Ваша лаборатория»
271,2023-12-07 18:22:17,HE4,Онкомаркеры,A09.05.300,1 162,ООО «Ваша лаборатория»
272,2023-12-07 18:22:17,NSE,Онкомаркеры,A09.05.246,1 449,ООО «Ваша лаборатория»
273,2023-12-07 18:22:17,ROMA расчет,Онкомаркеры,,240,ООО «Ваша лаборатория»
274,2023-12-07 18:22:17,SCCA,Онкомаркеры,A09.05.298,2 044,ООО «Ваша лаборатория»
275,2023-12-07 18:22:17,UBC,Онкомаркеры,,1 715,ООО «Ваша лаборатория»
276,2023-12-07 18:22:17,АФП,Онкомаркеры,,335,ООО «Ваша лаборатория»
277,2023-12-07 18:22:17,Белок S100,Онкомаркеры,A09.05.219,2 723,ООО «Ваша лаборатория»
278,2023-12-07 18:22:17,ПСА общий,Онкомаркеры,A09.05.130,400,ООО «Ваша лаборатория»
279,2023-12-07 18:22:17,"ПСА общий, ПСА свободный, соотношение ПСА св/ПСА общ",Онкомаркеры,,900,ООО «Ваша лаборатория»
280,2023-12-07 18:22:17,ПСА свободный,Онкомаркеры,A09.05.130.001,400,ООО «Ваша лаборатория»
281,2023-12-07 18:22:17,РЭА,Онкомаркеры,A09.05.195,470,ООО «Ваша лаборатория»
282,2023-12-07 18:22:17,Риск наличия злокачественной опухоли яичника ROMA,Онкомаркеры,B03.027.017,1 902,ООО «Ваша лаборатория»
283,2023-12-07 18:22:17,СА 125,Онкомаркеры,A09.05.202,500,ООО «Ваша лаборатория»
284,2023-12-07 18:22:17,СА 15-3,Онкомаркеры,A09.05.231,530,ООО «Ваша лаборатория»
285,2023-12-07 18:22:17,СА 19-9,Онкомаркеры,A09.05.201,530,ООО «Ваша лаборатория»
286,2023-12-07 18:22:17,СА 72-4,Онкомаркеры,A09.05.200,730,ООО «Ваша лаборатория»
287,2023-12-07 18:22:17,Соотношение ПСА св/ПСА общ расчет,Онкомаркеры,,100,ООО «Ваша лаборатория»
288,2023-12-07 18:22:17,Жировой обмен (расширенное обследование),Лишний вес,,1 435,ООО «Ваша лаборатория»
289,2023-12-07 18:22:17,Лишний вес (комплекс анализов),Лишний вес,,4 895,ООО «Ваша лаборатория»
290,2023-12-07 18:22:17,Метаболический синдром,Лишний вес,,3 200,ООО «Ваша лаборатория»
291,2023-12-07 18:22:17,Липидограмма,Лишний вес,A09.05.027,670,ООО «Ваша лаборатория»
292,2023-12-07 18:22:17,"Герпесвирусы (Эпштейна-Барр вирус, Цитомегаловирус, Вирус герпеса человека тип 6), обнаружение ДНК (кровь)",ПЦР-исследования,,765,ООО «Ваша лаборатория»
293,2023-12-07 18:22:17,ИППП-12 для женщин,ПЦР-исследования,,2 160,ООО «Ваша лаборатория»
294,2023-12-07 18:22:17,ИППП-12 для мужчин,ПЦР-исследования,,2 240,ООО «Ваша лаборатория»
295,2023-12-07 18:22:17,ИППП-4 (комплекс анализов методом ПЦР на 4 половые инфекции),ПЦР-исследования,,780,ООО «Ваша лаборатория»
296,2023-12-07 18:22:17,ИППП-6 (комплекс анализов методом ПЦР на 6 половых инфекций),ПЦР-исследования,,1 170,ООО «Ваша лаборатория»
297,2023-12-07 18:22:17,"Candida albicans, определение ДНК",ПЦР-исследования,A26.20.048,195,ООО «Ваша лаборатория»
298,2023-12-07 18:22:17,"Chlamydia trachomatis, обнаружение ДНК (количественный)",ПЦР-исследования,"A26.20.020,A26.21.007",335,ООО «Ваша лаборатория»
299,2023-12-07 18:22:17,"Chlamydia trachomatis, определение ДНК",ПЦР-исследования,"A26.20.020.001,A26.21.007.001",195,ООО «Ваша лаборатория»
300,2023-12-07 18:22:17,"Gardnerella vaginalis, определение ДНК",ПЦР-исследования,A26.20.030.001,195,ООО «Ваша лаборатория»
301,2023-12-07 18:22:17,"HAV RNA Вирус гепатита А, определение РНК",ПЦР-исследования,A26.05.030.001,500,ООО «Ваша лаборатория»
302,2023-12-07 18:22:17,"HBV DNA Вирус гепатита В, определение ДНК",ПЦР-исследования,A26.05.020.001,340,ООО «Ваша лаборатория»
303,2023-12-07 18:22:17,"HBV DNA Вирус гепатита В, определение ДНК (количественный)",ПЦР-исследования,A26.05.020.002,2 360,ООО «Ваша лаборатория»
304,2023-12-07 18:22:17,"HCV RNA Вирус гепатита С, генотипирование РНК по типам 1, 2 и 3",ПЦР-исследования,A26.05.019.003,700,ООО «Ваша лаборатория»
305,2023-12-07 18:22:17,"HCV RNA Вирус гепатита С, определение РНК",ПЦР-исследования,A26.05.019.001,450,ООО «Ваша лаборатория»
306,2023-12-07 18:22:17,"HCV RNA Вирус гепатита С, определение РНК (количественный)",ПЦР-исследования,A26.05.019.002,2 150,ООО «Ваша лаборатория»
307,2023-12-07 18:22:17,"HDV RNA Вирус гепатита D, определение РНК",ПЦР-исследования,A26.05.023.001,460,ООО «Ваша лаборатория»
308,2023-12-07 18:22:17,"HGV RNA Вирус гепатита G, определение РНК",ПЦР-исследования,A26.05.026.001,495,ООО «Ваша лаборатория»
309,2023-12-07 18:22:17,"Mycoplasma genitalium, обнаружение ДНК (количественный)",ПЦР-исследования,"A26.20.027,A26.21.031",335,ООО «Ваша лаборатория»
310,2023-12-07 18:22:17,"Mycoplasma genitalium, определение ДНК",ПЦР-исследования,"A26.20.027.001,A26.21.031.001",195,ООО «Ваша лаборатория»
311,2023-12-07 18:22:17,"Mycoplasma hominis, обнаружение ДНК (количественный)",ПЦР-исследования,"A26.20.028.002,A26.21.032.002",290,ООО «Ваша лаборатория»
312,2023-12-07 18:22:17,"Mycoplasma hominis, определение ДНК",ПЦР-исследования,"A26.20.028.001,A26.21.032.001",195,ООО «Ваша лаборатория»
313,2023-12-07 18:22:17,"Neisseria gonorrhoeae, обнаружение ДНК (количественный)",ПЦР-исследования,A26.20.022,335,ООО «Ваша лаборатория»
314,2023-12-07 18:22:17,"Neisseria gonorrhoeae, определение ДНК",ПЦР-исследования,A26.20.022.001,195,ООО «Ваша лаборатория»
315,2023-12-07 18:22:17,"Trichomonas vaginalis, обнаружение ДНК (количественный)",ПЦР-исследования,"A.26.20.026,A26.21.030",335,ООО «Ваша лаборатория»
316,2023-12-07 18:22:17,"Trichomonas vaginalis, определение ДНК",ПЦР-исследования,"A.26.20.026.001,A26.21.030.001",195,ООО «Ваша лаборатория»
317,2023-12-07 18:22:17,"Ureaplasma parvum, определение ДНК",ПЦР-исследования,"A26.20.029,A26.21.027",195,ООО «Ваша лаборатория»
318,2023-12-07 18:22:17,"Ureaplasma spp, определение ДНК",ПЦР-исследования,"A26.20.029,A26.21.033",195,ООО «Ваша лаборатория»
319,2023-12-07 18:22:17,"Ureaplasma urealyticum, определение ДНК",ПЦР-исследования,"A26.20.029,A26.21.027",195,ООО «Ваша лаборатория»
320,2023-12-07 18:22:17,"Ureaplasma urealyticum/Ureaplasma parvum, обнаружение ДНК (количественный)",ПЦР-исследования,"A26.20.029.002,A26.21.033.002",290,ООО «Ваша лаборатория»
321,2023-12-07 18:22:17,Андрофлор,ПЦР-исследования,,2 254,ООО «Ваша лаборатория»
322,2023-12-07 18:22:17,Андрофлор скрин,ПЦР-исследования,,1 603,ООО «Ваша лаборатория»
323,2023-12-07 18:22:17,"Вирус Эпштейна-Барр, обнаружение ДНК (кровь)",ПЦР-исследования,A26.05.011.001,255,ООО «Ваша лаборатория»
324,2023-12-07 18:22:17,"Вирус простого герпеса (HSV) тип 1, 2, обнаружение ДНК (количественный, мазок)",ПЦР-исследования,"A26.20.010,A26.21.009,A26.20.013",335,ООО «Ваша лаборатория»
325,2023-12-07 18:22:17,"Вирус простого герпеса (HSV) тип 1,2, обнаружение ДНК (кровь)",ПЦР-исследования,A26.05.035.001,255,ООО «Ваша лаборатория»
326,2023-12-07 18:22:17,"Вирус простого герпеса тип 1, 2, определение ДНК (мазок)",ПЦР-исследования,"A26.20.010.001,A26.21.009.001,A26.20.013.001",195,ООО «Ваша лаборатория»
327,2023-12-07 18:22:17,"Вирусы папилломы человека типы 16 и 18, определение ДНК",ПЦР-исследования,"A26.20.009.005,A26.20.012.005",210,ООО «Ваша лаборатория»
328,2023-12-07 18:22:17,"Вирусы папилломы человека типы 16, 18, 31, 33, 35, 39, 45, 51, 52, 56,  58, 59, типирование ДНК",ПЦР-исследования,A26.20.009.004,480,ООО «Ваша лаборатория»
329,2023-12-07 18:22:17,"Вирусы папилломы человека типы 16, 18, 31, 33, 35, 39, 45, 51, 52, 56,  58, 59, типирование ДНК (количественный)",ПЦР-исследования,A26.20.009.003,1 008,ООО «Ваша лаборатория»
330,2023-12-07 18:22:17,"Вирусы папилломы человека типы 31 и 33, определение ДНК",ПЦР-исследования,A26.20.009,185,ООО «Ваша лаборатория»
331,2023-12-07 18:22:17,"Вирусы папилломы человека типы 6 и 11, определение ДНК",ПЦР-исследования,"A26.20.009.008,A26.21.008.001,A26.20.012.008",290,ООО «Ваша лаборатория»
332,2023-12-07 18:22:17,"Герпесвирус человека (HHV) тип 6, обнаружение ДНК (кровь)",ПЦР-исследования,A26.05.033.001,255,ООО «Ваша лаборатория»
333,2023-12-07 18:22:17,"Грибы рода Candida (C.albicans, C. glabrata, C. krusei, C. parapsilosis, C. tropicalis), определение ДНК количественный, мазок",ПЦР-исследования,A26.20.048,445,ООО «Ваша лаборатория»
334,2023-12-07 18:22:17,"Диагностика ОРВИ и гриппа, обнаружение РНК/ДНК",ПЦР-исследования,A26.08.019,995,ООО «Ваша лаборатория»
335,2023-12-07 18:22:17,ИППП-12 количественная оценка (комплекс анализов методом ПЦР на 12 половых инфекций),ПЦР-исследования,,2 865,ООО «Ваша лаборатория»
336,2023-12-07 18:22:17,Фемофлор 16,ПЦР-исследования,A26.20.032.000,1 550,ООО «Ваша лаборатория»
337,2023-12-07 18:22:17,Фемофлор 8,ПЦР-исследования,A26.20.032.000,1 040,ООО «Ваша лаборатория»
338,2023-12-07 18:22:17,Фемофлор скрин панель 12,ПЦР-исследования,A26.20.032.000,1 325,ООО «Ваша лаборатория»
339,2023-12-07 18:22:17,"Цитомегаловирус, обнаружение ДНК (количественный, мазок)",ПЦР-исследования,"A26.20.014.002,A26.20.011.002,A26.21.010.002",335,ООО «Ваша лаборатория»
340,2023-12-07 18:22:17,"Цитомегаловирус, обнаружение ДНК (кровь)",ПЦР-исследования,A26.05.017.001,255,ООО «Ваша лаборатория»
341,2023-12-07 18:22:17,"Цитомегаловирус, определение ДНК (мазок)",ПЦР-исследования,"A26.20.014.001,A26.20.011.001,A26.21.010.001",195,ООО «Ваша лаборатория»
342,2023-12-07 18:22:17,Функция поджелудочной железы,ЖКТ и поджелудочная железа,,730,ООО «Ваша лаборатория»
343,2023-12-07 18:22:17,Лабораторная диагностика гемохроматоза,Печень и желчевыводящие пути,,1 790,ООО «Ваша лаборатория»
344,2023-12-07 18:22:17,Печеночные пробы,Печень и желчевыводящие пути,,705,ООО «Ваша лаборатория»
345,2023-12-07 18:22:17,"Скрининг на вирусные гепатиты A, B и C",Печень и желчевыводящие пути,,1 260,ООО «Ваша лаборатория»
346,2023-12-07 18:22:17,"Функция печени, комплекс анализов (печеночные пробы)",Печень и желчевыводящие пути,,1 145,ООО «Ваша лаборатория»
347,2023-12-07 18:22:17,Антианемия,Анемии,,2 130,ООО «Ваша лаборатория»
348,2023-12-07 18:22:17,Диагностика анемии (расширенное обследование),Анемии,,2 960,ООО «Ваша лаборатория»
349,2023-12-07 18:22:17,Диагностика анемии (скрининг),Анемии,,1 760,ООО «Ваша лаборатория»
350,2023-12-07 18:22:17,Диагностика железодефицитной анемии,Анемии,,1 820,ООО «Ваша лаборатория»
351,2023-12-07 18:22:17,"Бронхиальная астма, обострение (комплекс анализов)",Аллергия и иммунитет,,1 580,ООО «Ваша лаборатория»
352,2023-12-07 18:22:17,Гуморальный иммунитет (комплекс анализов),Аллергия и иммунитет,,2 330,ООО «Ваша лаборатория»
353,2023-12-07 18:22:17,"Диагностика целиакии, непереносимость глютена, расширенное обследование",Аллергия и иммунитет,,3 553,ООО «Ваша лаборатория»
354,2023-12-07 18:22:17,"Диагностика целиакии, непереносимость глютена, скрининг",Аллергия и иммунитет,,1 925,ООО «Ваша лаборатория»
355,2023-12-07 18:22:17,Помощники иммунитета,Аллергия и иммунитет,,5 094,ООО «Ваша лаборатория»
356,2023-12-07 18:22:17,Антимитохондриальные антитела,Аллергия и иммунитет,A12.06.035,1 435,ООО «Ваша лаборатория»
357,2023-12-07 18:22:17,Антинуклеарные антитела,Аллергия и иммунитет,A12.06.010,714,ООО «Ваша лаборатория»
358,2023-12-07 18:22:17,"Антинуклеарные антитела к 17 антигенам иммуноблот, антитела к двуспиральной ДНК и антинуклеарный фактор на клеточной линии Hep-2 IgG",Аллергия и иммунитет,A12.06.010+A12.06.061,2 975,ООО «Ваша лаборатория»
359,2023-12-07 18:22:17,Антитела к 2-спиральной ДНК,Аллергия и иммунитет,A12.06.010.001,510,ООО «Ваша лаборатория»
360,2023-12-07 18:22:17,"Антитела к аннексину V, IgG",Аллергия и иммунитет,A12.06.065,805,ООО «Ваша лаборатория»
361,2023-12-07 18:22:17,"Антитела к аннексину V, IgM",Аллергия и иммунитет,A12.06.065,800,ООО «Ваша лаборатория»
362,2023-12-07 18:22:17,Антитела к бета-2-гликопротеину 1 суммарные,Аллергия и иммунитет,A12.06.051,725,ООО «Ваша лаборатория»
363,2023-12-07 18:22:17,Антитела к бета-клеткам поджелудочной железы,Аллергия и иммунитет,A12.06.020,1 260,ООО «Ваша лаборатория»
364,2023-12-07 18:22:17,Антитела к внутреннему фактору,Аллергия и иммунитет,,1 000,ООО «Ваша лаборатория»
365,2023-12-07 18:22:17,Антитела к деамидированным пептидам глиадина IgA,Аллергия и иммунитет,A12.06.055,728,ООО «Ваша лаборатория»
366,2023-12-07 18:22:17,Антитела к деамидированным пептидам глиадина IgG,Аллергия и иммунитет,A12.06.055,805,ООО «Ваша лаборатория»
367,2023-12-07 18:22:17,Антитела к кардиолипину IgA,Аллергия и иммунитет,A12.06.029,800,ООО «Ваша лаборатория»
368,2023-12-07 18:22:17,Антитела к кардиолипину IgG,Аллергия и иммунитет,A12.06.029,938,ООО «Ваша лаборатория»
369,2023-12-07 18:22:17,Антитела к кардиолипину IgM,Аллергия и иммунитет,A12.06.029,1 008,ООО «Ваша лаборатория»
370,2023-12-07 18:22:17,Антитела к модифицированному цитруллиновому виментину,Аллергия и иммунитет,A12.06.062,960,ООО «Ваша лаборатория»
371,2023-12-07 18:22:17,Антитела к париетальным клеткам желудка,Аллергия и иммунитет,,1 435,ООО «Ваша лаборатория»
372,2023-12-07 18:22:17,Антитела к тканевой трансглутаминазе IgA,Аллергия и иммунитет,A12.06.056,900,ООО «Ваша лаборатория»
373,2023-12-07 18:22:17,Антитела к тканевой трансглутаминазе IgG,Аллергия и иммунитет,A12.06.056,900,ООО «Ваша лаборатория»
374,2023-12-07 18:22:17,Антитела к фосфолипидам IgM и IgG,Аллергия и иммунитет,A12.06.030,861,ООО «Ваша лаборатория»
375,2023-12-07 18:22:17,Антитела к циклическому цитруллиновому пептиду,Аллергия и иммунитет,A12.06.052,1 344,ООО «Ваша лаборатория»
376,2023-12-07 18:22:17,Иммуноглобулины A (IgA),Аллергия и иммунитет,A09.05.054.002,220,ООО «Ваша лаборатория»
377,2023-12-07 18:22:17,Иммуноглобулины E (IgE),Аллергия и иммунитет,A09.05.054.001,385,ООО «Ваша лаборатория»
378,2023-12-07 18:22:17,Иммуноглобулины G (IgG),Аллергия и иммунитет,A09.05.054.004,220,ООО «Ваша лаборатория»
379,2023-12-07 18:22:17,Иммуноглобулины M (IgM),Аллергия и иммунитет,A09.05.054.003,220,ООО «Ваша лаборатория»
380,2023-12-07 18:22:17,Ингаляционная панель 20 аллергенов,Аллергия и иммунитет,B03.002.004,3 654,ООО «Ваша лаборатория»
381,2023-12-07 18:22:17,Интерлейкин-10,Аллергия и иммунитет,A12.05.109,1 125,ООО «Ваша лаборатория»
382,2023-12-07 18:22:17,Интерлейкин-1бета,Аллергия и иммунитет,,1 125,ООО «Ваша лаборатория»
383,2023-12-07 18:22:17,Интерлейкин-6,Аллергия и иммунитет,,1 575,ООО «Ваша лаборатория»
384,2023-12-07 18:22:17,Интерлейкин-8,Аллергия и иммунитет,A12.05.108,1 125,ООО «Ваша лаборатория»
385,2023-12-07 18:22:17,Катионный протеин эозинофилов,Аллергия и иммунитет,A09.05.234,735,ООО «Ваша лаборатория»
386,2023-12-07 18:22:17,Педиатрическая панель 20 аллергенов,Аллергия и иммунитет,B03.002.004,3 654,ООО «Ваша лаборатория»
387,2023-12-07 18:22:17,Пищевая панель 20 аллергенов,Аллергия и иммунитет,B03.002.004,3 654,ООО «Ваша лаборатория»
388,2023-12-07 18:22:17,С3-компонент комплемента,Аллергия и иммунитет,A09.05.075.001,310,ООО «Ваша лаборатория»
389,2023-12-07 18:22:17,С4-компонент комплемента,Аллергия и иммунитет,A09.05.075.002,310,ООО «Ваша лаборатория»
390,2023-12-07 18:22:17,Фактор некроза опухоли-альфа,Аллергия и иммунитет,A12.06.073,1 125,ООО «Ваша лаборатория»
391,2023-12-07 18:22:17,Циркулирующие иммунные комплексы,Аллергия и иммунитет,A09.05.074,795,ООО «Ваша лаборатория»
392,2023-12-07 18:22:17,Альбумин в моче суточной,Анализы мочи и кала,A09.28.003.001,260,ООО «Ваша лаборатория»
393,2023-12-07 18:22:17,"Альбумин в моче, разовая порция",Анализы мочи и кала,A09.28.003.001,260,ООО «Ваша лаборатория»
394,2023-12-07 18:22:17,"Альбумин/креатинин соотношение в моче, разовая порция",Анализы мочи и кала,A09.28.003.001,390,ООО «Ваша лаборатория»
395,2023-12-07 18:22:17,"Альфа-амилаза в моче, разовая порция",Анализы мочи и кала,A09.28.027,185,ООО «Ваша лаборатория»
396,2023-12-07 18:22:17,"Альфа-амилаза панкреатическая в моче, разовая порция",Анализы мочи и кала,A09.28.027.000,205,ООО «Ваша лаборатория»
397,2023-12-07 18:22:17,Анализ кала на скрытую кровь,Анализы мочи и кала,A09.19.001,364,ООО «Ваша лаборатория»
398,2023-12-07 18:22:17,Анализ кала на цисты простейших,Анализы мочи и кала,A26.19.011,195,ООО «Ваша лаборатория»
399,2023-12-07 18:22:17,Анализ кала на яйца гельминтов,Анализы мочи и кала,A26.19.010,195,ООО «Ваша лаборатория»
400,2023-12-07 18:22:17,Анализ мочи по Нечипоренко,Анализы мочи и кала,B03.016.014,185,ООО «Ваша лаборатория»
401,2023-12-07 18:22:17,Анализ на энтеробиоз,Анализы мочи и кала,A26.01.017,245,ООО «Ваша лаборатория»
402,2023-12-07 18:22:17,Белок общий в моче суточной,Анализы мочи и кала,A09.28.003.002,190,ООО «Ваша лаборатория»
403,2023-12-07 18:22:17,"Белок общий в моче, разовая порция",Анализы мочи и кала,A09.28.003,220,ООО «Ваша лаборатория»
404,2023-12-07 18:22:17,Глюкоза в моче суточной,Анализы мочи и кала,A09.28.011,130,ООО «Ваша лаборатория»
405,2023-12-07 18:22:17,"Глюкоза в моче, разовая порция",Анализы мочи и кала,A09.28.011,130,ООО «Ваша лаборатория»
406,2023-12-07 18:22:17,"Калий (К+), Натрий (Na+), Хлор (Сl-) в моче суточной",Анализы мочи и кала,A09.28.013+A09.28.014+A09.28.067,175,ООО «Ваша лаборатория»
407,2023-12-07 18:22:17,Кальпротектин в кале,Анализы мочи и кала,A12.19.004,1 775,ООО «Ваша лаборатория»
408,2023-12-07 18:22:17,"Кальций/креатинин соотношение в моче, разовая порция",Анализы мочи и кала,A09.28.012,210,ООО «Ваша лаборатория»
409,2023-12-07 18:22:17,Кортизол в моче суточной,Анализы мочи и кала,A09.28.035,700,ООО «Ваша лаборатория»
410,2023-12-07 18:22:17,Креатинин в моче суточной,Анализы мочи и кала,A09.28.006,140,ООО «Ваша лаборатория»
411,2023-12-07 18:22:17,"Магний/креатинин соотношение в моче, разовая порция",Анализы мочи и кала,A09.28.012,305,ООО «Ваша лаборатория»
412,2023-12-07 18:22:17,Мочевая кислота в моче суточной,Анализы мочи и кала,A09.28.010,155,ООО «Ваша лаборатория»
413,2023-12-07 18:22:17,"Мочевая кислота/креатинин соотношение в моче, разовая порция",Анализы мочи и кала,A09.28.010,195,ООО «Ваша лаборатория»
414,2023-12-07 18:22:17,Мочевина в моче суточной,Анализы мочи и кала,A09.28.009,135,ООО «Ваша лаборатория»
415,2023-12-07 18:22:17,Общий анализ кала,Анализы мочи и кала,B03.016.010,392,ООО «Ваша лаборатория»
416,2023-12-07 18:22:17,Общий анализ мочи,Анализы мочи и кала,B03.016.006,195,ООО «Ваша лаборатория»
417,2023-12-07 18:22:17,Панкреатическая эластаза в кале,Анализы мочи и кала,A09.19.010,1 585,ООО «Ваша лаборатория»
418,2023-12-07 18:22:17,"Фосфор/креатинин соотношение в моче, разовая порция",Анализы мочи и кала,A09.28.026,205,ООО «Ваша лаборатория»
419,2023-12-07 18:22:17,Гормоны щитовидной железы (расширенное обследование),Щитовидная железа,,1 565,ООО «Ваша лаборатория»
420,2023-12-07 18:22:17,Щитовидная железа (полное обследование),Щитовидная железа,,2 705,ООО «Ваша лаборатория»
421,2023-12-07 18:22:17,Щитовидная железа (скрининг),Щитовидная железа,,555,ООО «Ваша лаборатория»
422,2023-12-07 18:22:17,Антитела к ТПО,Щитовидная железа,A12.06.045,360,ООО «Ваша лаборатория»
423,2023-12-07 18:22:17,Антитела к рецепторам ТТГ,Щитовидная железа,A12.06.046,1 449,ООО «Ваша лаборатория»
424,2023-12-07 18:22:17,Антитела к тиреоглобулину,Щитовидная железа,A12.06.017,370,ООО «Ваша лаборатория»
425,2023-12-07 18:22:17,Реверсный Т3 трийодтиронин,Щитовидная железа,,4 816,ООО «Ваша лаборатория»
426,2023-12-07 18:22:17,Т3 общий,Щитовидная железа,A09.05.060,300,ООО «Ваша лаборатория»
427,2023-12-07 18:22:17,Т3 свободный,Щитовидная железа,A09.05.061,280,ООО «Ваша лаборатория»
